11-21-2017;6;;;Treno;-5.2;Amsterdam:Trasporti(AMS);
11-21-2017;6;;;Spesa - Albert Heijn;-3.75;Amsterdam:Cibo(AMS);
11-21-2017;6;;;Malpensa;-13.0;Amsterdam:Trasporti(AMS);
